 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1525159.0,,, 36.5794,-79.3908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 14, 20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1524478.0,,, 41.598,-87.5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 34, 17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1524362.0,,, 41.6688,-87.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 29, 15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1523152.0,,, 41.8853,-87.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 5, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1523287.0,,, 35.955,-79.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 60, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1523075.0,,, 38.8745,-77.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1522808.0,,, 37.9674,-122.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 15, 9,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1523065.0,,, 36.0047,-86.5536,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 49, 13,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1522472.0,,, 33.6794,-101.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 83, 28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1522046.0,,, 32.4394,-84.9527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 135, 15,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1521090.0,,, 40.9233,-74.163,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,, 35, 35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1520833.0,,, 37.2371,-77.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 63, 16,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1519354.0,,, 39.9132,-86.1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 86, 30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1519750.0,,, 32.4891,-85.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 80, 27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1518773.0,,, 41.4863,-87.3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 14, 2,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,8.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,1555282.0,,, 31.9308,-82.6886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 149, 19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1520536.0,,, 37.5391,-122.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 25, 10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1523324.0,,, 44.4097,-103.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 29, 29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1518391.0,,, 41.8825,-87.7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 8, 4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1518556.0,,, 31.0904,-97.7501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 54, 24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1517480.0,,, 40.8672,-72.9782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 4, 1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1515403.0,,, 35.1271,-106.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 30, 18,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1515230.0,,, 32.9038,-80.0831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,, 113, 42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1515704.0,,, 40.8712,-96.6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1517413.0,,, 32.4854,-92.0988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 17, 34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1517411.0,,, 32.5125,-92.0679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 16, 34,,,,,,,,,
,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1514898.0,,, 29.7087,-98.4771,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 122, 25,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1515030.0,,, 31.1486,-81.6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 179, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1514233.0,,, 38.7511,-90.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 66, 13,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1512772.0,,, 30.1265,-95.4317,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 15, 4,1.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1511999.0,,, 41.8549,-87.6783,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 2, 1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1511635.0,,, 34.4158,-117.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 33, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1514915.0,,, 35.4817,-86.0886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 47, 16,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1510336.0,,, 38.8625,-76.9902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1509481.0,,, 39.7781,-104.76799999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 7, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1509226.0,,, 41.3356,-75.8196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 120, 14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1509418.0,,, 29.9922,-90.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 99, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1508618.0,,, 41.3117,-95.9784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1508859.0,,, 29.9822,-90.1107,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 94, 4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1507386.0,,, 40.0157,-75.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 198, 7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1507913.0,,, 39.744,-104.912,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 8, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1507092.0,,, 33.7797,-118.27,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 64, 35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1506589.0,,, 32.1444,-110.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 2, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1505907.0,,, 41.5865,-87.46799999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 1, 1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1507986.0,,, 30.6732,-88.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 103, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1506313.0,,, 36.9295,-93.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 157, 29,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1505840.0,,, 35.9468,-79.9797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,, 60, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1511580.0,,, 41.5822,-87.3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 3, 3,,,,,,,,,
,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,4.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,1504775.0,,, 33.6403,-84.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,, 91, 43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1508389.0,,, 38.5529,-90.2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 81, 5,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1505334.0,,, 42.3526,-83.2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 9, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1505148.0,,, 34.1832,-119.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 44, 19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1504291.0,,, 43.1402,-87.9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 11, 4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1503625.0,,, 39.2445,-84.45700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 33, 9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1503431.0,,, 38.7744,-90.2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 66, 13,,,,,,,,,
,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,18.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1502837.0,,, 29.7052,-95.3587,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0, 146, 13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1503207.0,,, 35.1061,-106.726,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 16, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1503192.0,,, 35.064,-106.684,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 14, 12,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1502851.0,,, 26.6451,-80.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 87, 31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1502055.0,,, 37.2707,-79.9638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 11, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1502369.0,,, 39.7058,-86.1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 91, 36,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1539227.0,,, 31.5399,-97.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 12, 22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1501034.0,,, 35.108,-106.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 11, 13,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1501228.0,,, 42.5126,-94.1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 9, 5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1500657.0,,, 38.8538,-76.9711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1499513.0,,, 39.1505,-84.4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 33, 9,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1499567.0,,, 40.439,-80.0274,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 27, 42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1499506.0,,, 29.9895,-90.0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 99, 3,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1499224.0,,, 47.813,-122.26700000000001,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 32, 32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1498891.0,,, 41.6755,-85.9804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 21, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1498964.0,,, 41.6548,-86.2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 6, 10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1497289.0,,, 30.6732,-88.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 103, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494467.0,,, 35.0727,-89.9296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,, 91, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1496296.0,,, 41.6464,-87.6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 28, 14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494965.0,,, 41.4568,-81.5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 9, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1495045.0,,, 39.335,-76.5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 45, 45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494113.0,,, 41.7797,-72.6911,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 1, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494432.0,,, 27.8798,-81.8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 56, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1493229.0,,, 41.8817,-87.7527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 8, 4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494229.0,,, 30.0586,-99.1276,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,, 53, 24,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494302.0,,, 30.2529,-92.0239,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 44, 24,,,,,,,,,
,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1492441.0,,1.0, 31.9246,-102.285,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,, 31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1494130.0,,, 40.7605,-82.5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 2, 22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1492200.0,,, 41.9083,-87.70700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 4, 2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1491565.0,,, 38.8764,-77.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1490466.0,,, 39.2989,-76.5822,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 45, 45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1491410.0,,, 32.4265,-104.25299999999999,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,, 55, 41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1490767.0,,, 32.7467,-117.08200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 80, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1490391.0,,, 39.7447,-84.2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 39, 5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1489985.0,,, 41.6389,-87.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 29, 15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1491304.0,,, 30.6732,-88.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 103, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1489218.0,,, 28.8959,-82.0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 33, 12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1487567.0,,, 38.5529,-90.2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 81, 5,,,,,,,,,
