 Congressional District, State House District, State Senate District,ATF/LE Confiscation/Raid/Arrest,Accidental Shooting,Accidental Shooting - Death,Accidental Shooting - Injury,Accidental Shooting at a Business,Accidental/Negligent Discharge,Armed robbery with injury/death and/or evidence of DGU found,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",Attempted Murder/Suicide (one variable unsuccessful),BB/Pellet/Replica gun,Bar/club incident - in or around establishment,Brandishing/flourishing/open carry/lost/found,Car-jacking,Child Involved Incident,Child injured (not child shooter),Child injured by child,Child injured self,Child killed (not child shooter),Child killed by child,Child killed self,Child picked up & fired gun,Cleaning gun,Concealed Carry License - Perpetrator,Concealed Carry License - Victim,Congressional District,Criminal act with stolen gun,Defensive Use,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive Use - Good Samaritan/Third Party,"Defensive Use - Shots fired, no injury/death",Defensive Use - Stand Your Ground/Castle Doctrine established,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,Domestic Violence,"Drive-by (car to street, car to car)",Drug involvement,Gang involvement,Ghost gun,"Gun at school, no death/injury - elementary/secondary school",Gun range/gun shop/gun show shooting,Gun shop robbery or burglary,Gun(s) stolen from owner,Guns stolen from law enforcement,Hate crime,Home Invasion,Home Invasion - Resident injured,Home Invasion - Resident killed,Home Invasion - subject/suspect/perpetrator injured,Home Invasion - subject/suspect/perpetrator killed,House party / Block Party / Park Party,Hunting accident,Incident ID,Kidnapping/abductions/hostage,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,Latitude,Longitude,"Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)","Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","Mistaken ID (thought it was an intruder/threat, was friend/family)",Murder/Suicide,Non-Shooting Incident,Officer Involved Incident,Officer Involved Incident - Weapon involved but no shots fired,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Bystander killed,Officer Involved Shooting - Bystander shot,Officer Involved Shooting - K9/Mounted injured,Officer Involved Shooting - Officer killed,Officer Involved Shooting - Officer shot,"Officer Involved Shooting - Shots fired, no injury",Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Playing with gun,Police Targeted,Possession (gun(s) found during commission of other crimes),Possession of gun by felon or prohibited person,Road rage,School Incident,School Shooting - elementary/secondary school,School Shooting - university/college,Self-Inflicted (not suicide or suicide attempt - NO PERP),Sex crime involving firearm,Shootout (where VENN diagram of shooters and victims overlap),"Shot - Dead (murder, accidental, suicide)",Shot - Wounded/Injured,"Spree Shooting (multiple victims, multiple locations)",State House District,State Senate District,Stolen/Illegally owned gun{s} recovered during arrest/warrant,Stray bullet,Suicide - Attempt,Suicide^,Terrorism Involvement,Thought gun was unloaded,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),Unlawful purchase/sale,Workplace shooting (disgruntled employee)
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1488046.0,,, 29.806,-95.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 148, 15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1489072.0,,, 43.0038,-89.4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 47, 16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1487573.0,,, 41.7456,-87.6041,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 33, 17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1487305.0,,, 39.9406,-75.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 188, 8,,,,,,,,,
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1487893.0,,, 40.652,-111.96600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 39, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1487943.0,,, 37.2972,-89.5317,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,, 147, 27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1487347.0,,, 30.4481,-91.1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 67, 14,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1486568.0,,, 33.5809,-86.7766,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,, 59, 20,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1486893.0,,, 30.4607,-84.3036,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,, 8, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1486389.0,,, 39.8317,-86.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 95, 34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1485906.0,,, 33.9683,-96.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 49, 6,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1485680.0,,, 29.5392,-95.6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 85, 18,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1485066.0,,, 39.0457,-94.5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 22, 9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1485261.0,,, 39.3236,-76.5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 45, 45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1484235.0,,, 32.4579,-93.8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 3, 39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1483881.0,,, 35.8214,-88.9053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 79, 24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1483609.0,,, 41.7794,-87.6863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 6, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1482858.0,,, 38.6406,-90.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 78, 5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1482234.0,,, 39.6054,-119.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 31, 14,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1482391.0,,, 43.2193,-86.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 92, 34,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1481942.0,,, 39.2089,-84.56200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 32, 9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1482414.0,,, 39.1085,-84.52600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 32, 9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1482601.0,,, 30.0128,-91.837,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 96, 22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1480935.0,,, 45.0131,-93.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 59A, 59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1481218.0,,, 39.9238,-75.1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 186, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1478858.0,,, 39.1284,-94.6308,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,, 35, 4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1478700.0,,, 34.676,-118.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 36, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1477525.0,,, 42.3813,-87.9991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 61, 31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1477636.0,,, 34.0222,-81.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 74, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1476859.0,,, 30.3432,-81.6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 13, 6,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,12.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,1476460.0,,, 32.876,-97.3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 99, 12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1477104.0,,, 40.8694,-73.8676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 80, 36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1476407.0,,, 39.3301,-76.5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 45, 45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1477345.0,,, 31.0445,-97.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 54, 24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1475592.0,,, 31.5743,-84.1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 154, 12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1475796.0,,, 39.8588,-85.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,, 95, 31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1475220.0,,, 41.8481,-87.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 21, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1477300.0,,, 28.3809,-97.7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 43, 21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1474552.0,,, 39.7951,-104.88600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 7, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1475294.0,,, 34.9463,-81.9722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 31, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1476499.0,,, 32.4274,-104.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 55, 41,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1473393.0,,, 38.9015,-94.7606,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 30, 9,,,,,,1.0,,,
,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1474852.0,,, 41.9415,-87.9383,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 77, 39,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,12.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1473591.0,,, 35.2738,-80.8849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 101, 38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1472278.0,,, 40.7932,-73.1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 6, 3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1472281.0,,, 40.6228,-74.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 22, 22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1473281.0,,, 42.9337,-78.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 141, 63,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1472196.0,,, 39.3432,-76.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 40, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1471979.0,,, 30.0298,-89.9922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 100, 4,,,,,,,,,
,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1469835.0,,, 29.5056,-98.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 120, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1471675.0,,, 42.7386,-84.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 68, 23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1468958.0,,, 37.6935,-97.3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 84, 29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1469334.0,,, 44.9473,-123.01100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 21, 11,,,,,,,,,
,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1466705.0,,, 31.7767,-106.385,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 76, 29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1468382.0,,, 35.3413,-106.59200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 57, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1467522.0,,, 29.9249,-90.0399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 85, 7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1465947.0,,, 33.5645,-81.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 81, 24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1471078.0,,, 25.5803,-80.3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 114, 37,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1466031.0,,, 37.0021,-76.4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 95, 2,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1465986.0,,, 36.1712,-86.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 58, 19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1465952.0,,, 29.9799,-90.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 93, 5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1466384.0,,, 33.4018,-86.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 56, 19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1465489.0,,, 38.2693,-85.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 43, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1463841.0,,, 30.6732,-88.0837,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 103, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1462670.0,,, 41.2486,-77.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 83, 23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1463537.0,,, 47.2152,-122.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 27, 27,,,,,,,,,
,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1460448.0,,, 36.9977,-121.585,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,, 30, 17,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1460811.0,,, 29.904,-95.3883,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,, 140, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1461764.0,,, 40.2231,-74.7444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 15, 15,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1462286.0,,, 62.0531,-163.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,, 39, T,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1460993.0,,, 36.8347,-76.3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 79, 18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1458956.0,,, 40.0285,-82.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 25, 15,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1460198.0,,, 30.8747,-94.0266,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 19, 3,,,,,,,,,
,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1458935.0,,, 35.2383,-80.7434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 102, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1457111.0,,, 41.4656,-82.1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 56, 13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1458274.0,,, 47.69,-122.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 23, 23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1457705.0,,, 39.0562,-95.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 55, 18,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1457269.0,,, 39.3648,-74.4157,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,, 2, 2,,,,,,,,,
,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1457108.0,,, 39.2433,-84.7892,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,, 29, 8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1456587.0,,, 34.9917,-81.9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 37, 11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1461683.0,,, 39.7367,-105.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 4, 34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1455337.0,,, 28.0399,-82.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 61, 19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1456615.0,,, 64.0378,-145.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 9, E,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1454039.0,,, 39.2996,-76.6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 40, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1455443.0,,, 41.6868,-87.6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 28, 14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1454944.0,,, 32.3753,-86.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 77, 26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1453489.0,,, 39.0699,-94.6557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,, 31, 6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1453186.0,,, 38.7492,-90.2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 66, 13,,,,,,,,,
,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1453316.0,,, 33.5002,-88.3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 41, 16,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1452891.0,,, 45.0113,-93.2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 59A, 59,,,,,,,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1451801.0,,, 38.2441,-85.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 41, 33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1452818.0,,, 33.9049,-84.2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 81, 40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1452249.0,,, 32.7545,-96.8055,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,, 100, 23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1452244.0,,, 41.0124,-80.3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,, 9, 47,,,,,,,,,
